0,166.000000
1,169.000000
2,176.000000
3,190.000000
4,293.000000
5,251.000000
6,312.000000
7,443.000000
8,636.000000
9,614.000000
10,476.000000
11,590.000000
12,744.000000
13,744.000000
14,798.000000
15,888.000000
16,1029.000000
17,1217.000000
18,1217.000000
19,1366.000000
20,2839.000000
21,2794.000000
22,3426.000000
23,2182.000000
24,2534.000000
25,3762.000000
26,3851.000000
27,2983.000000
28,3125.000000
29,3250.000000
30,3618.000000
31,3925.000000
32,5009.000000
33,7369.000000
34,4369.000000
35,4694.000000
36,4999.000000
37,5332.000000
38,5890.000000
39,9950.000000
40,7224.000000
41,6531.000000
42,6799.000000
43,7034.000000
44,7567.000000
45,8036.000000
46,9538.000000
47,8577.000000
48,10088.000000
49,12119.000000
50,9344.000000
51,11022.000000
52,10110.000000
53,12122.000000
54,11402.000000
55,11810.000000
56,12520.000000
57,12228.000000
58,13116.000000
59,13394.000000
60,13575.000000
61,25340.000000
62,14435.000000
63,15345.000000
64,22543.000000
65,17343.000000
66,17556.000000
67,16764.000000
68,17311.000000
69,18628.000000
70,18574.000000
71,20062.000000
72,36185.000000
73,36200.000000
74,35429.000000
75,22430.000000
76,21185.000000
77,22205.000000
78,22069.000000
79,22778.000000
80,23287.000000
81,25318.000000
82,24643.000000
83,25154.000000
84,26076.000000
85,27527.000000
86,27662.000000
87,29087.000000
88,29300.000000
89,29742.000000
90,30138.000000
91,30119.000000
92,30824.000000
93,31035.000000
94,31894.000000
95,33940.000000
96,34523.000000
97,33489.000000
98,35600.000000
99,36008.000000
100,35741.000000
101,36954.000000
102,37622.000000
103,71982.000000
104,40367.000000
105,39356.000000
106,40467.000000
107,42487.000000
108,41943.000000
109,43712.000000
110,44768.000000
111,45487.000000
112,46034.000000
113,45720.000000
114,69785.000000
115,48282.000000
116,49252.000000
117,48814.000000
118,50662.000000
119,50407.000000
120,54189.000000
121,100984.000000
122,53786.000000
123,54871.000000
124,54793.000000
125,55488.000000
126,57750.000000
127,58090.000000
128,65098.000000
129,60260.000000
130,63968.000000
131,63655.000000
132,61995.000000
133,74200.000000
134,92884.000000
135,125453.000000
136,126838.000000
137,67748.000000
138,67456.000000
139,90670.000000
140,87539.000000
141,93492.000000
142,88279.000000
143,87730.000000
144,164877.000000
145,79575.000000
146,75777.000000
147,76717.000000
148,77548.000000
149,84506.000000
150,89943.000000
151,121360.000000
152,105918.000000
153,159731.000000
154,94848.000000
155,85819.000000
156,93211.000000
157,87376.000000
158,87320.000000
159,172617.000000
160,175161.000000
161,177218.000000
162,99431.000000
163,104362.000000
164,182901.000000
165,173112.000000
166,183838.000000
167,189825.000000
168,109059.000000
169,104135.000000
170,109903.000000
171,131641.000000
172,104363.000000
173,129267.000000
174,107101.000000
175,118861.000000
176,118118.000000
177,135332.000000
178,122292.000000
179,130704.000000
180,113890.000000
181,155627.000000
182,117514.000000
183,117598.000000
184,130138.000000
185,140390.000000
186,236224.000000
187,121961.000000
188,205931.000000
189,125371.000000
190,178529.000000
191,130697.000000
192,163741.000000
193,108513.000000
194,107213.000000
195,92292.000000
196,92626.000000
197,74234.000000
198,72626.000000
199,73235.000000
200,74113.000000
201,74534.000000
202,71110.000000
203,61209.000000
204,61704.000000
205,62162.000000
206,63441.000000
207,53373.000000
208,53927.000000
209,54384.000000
210,55030.000000
211,82178.000000
212,61313.000000
213,56437.000000
214,49021.000000
215,49520.000000
216,54445.000000
217,53505.000000
218,51138.000000
219,51617.000000
220,51945.000000
221,52609.000000
222,101098.000000
223,108854.000000
224,52911.000000
225,121645.000000
226,65719.000000
227,65102.000000
228,79207.000000
229,80371.000000
230,53489.000000
231,85057.000000
232,56991.000000
233,70529.000000
234,82990.000000
235,69493.000000
236,72473.000000
237,56502.000000
238,71151.000000
239,72250.000000
240,71937.000000
241,192384.000000
242,119482.000000
243,72954.000000
244,83214.000000
245,91908.000000
246,61900.000000
247,78324.000000
248,61895.000000
249,62242.000000
250,62596.000000
251,113500.000000
252,79002.000000
253,78561.000000
254,93179.000000
255,93115.000000
256,65552.000000
257,80545.000000
258,100130.000000
259,99333.000000
260,81929.000000
261,84096.000000
262,86424.000000
263,83210.000000
264,96869.000000
265,70319.000000
266,70644.000000
267,72459.000000
268,71784.000000
269,74670.000000
270,72822.000000
271,73271.000000
272,74142.000000
273,74213.000000
274,131485.000000
275,92837.000000
276,131309.000000
277,110161.000000
278,77480.000000
279,77554.000000
280,78098.000000
281,79173.000000
282,81167.000000
283,83213.000000
284,88384.000000
285,80986.000000
286,81581.000000
287,82128.000000
288,87903.000000
289,83026.000000
290,83805.000000
291,84404.000000
292,84954.000000
293,87501.000000
294,86123.000000
295,86475.000000
296,87268.000000
297,87766.000000
298,88385.000000
299,88881.000000
300,89798.000000
301,89968.000000
302,90952.000000
303,91863.000000
304,92277.000000
305,92626.000000
306,100738.000000
307,94209.000000
308,94333.000000
309,94963.000000
310,95628.000000
311,96385.000000
312,97049.000000
313,192387.000000
314,98009.000000
315,98504.000000
316,99355.000000
317,99856.000000
318,102662.000000
319,102429.000000
320,101626.000000
321,105403.000000
322,203627.000000
323,204908.000000
324,206417.000000
325,104962.000000
326,105602.000000
327,106160.000000
328,108742.000000
329,110117.000000
330,109708.000000
331,109602.000000
332,117967.000000
333,217478.000000
334,218689.000000
335,220373.000000
336,221109.000000
337,222894.000000
338,224817.000000
339,225570.000000
340,226586.000000
341,228165.000000
342,118398.000000
343,118869.000000
344,117304.000000
345,118143.000000
346,118629.000000
347,119432.000000
348,122894.000000
349,120990.000000
350,124327.000000
351,124746.000000
352,125385.000000
353,125857.000000
354,130923.000000
355,134752.000000
356,138463.000000
357,126299.000000
358,131911.000000
359,133797.000000
360,132835.000000
361,131160.000000
362,132189.000000
363,160669.000000
364,132897.000000
365,260936.000000
366,262684.000000
367,133262.000000
368,134232.000000
369,135016.000000
370,135261.000000
371,139630.000000
372,137190.000000
373,140970.000000
374,158528.000000
375,141608.000000
376,143114.000000
377,140710.000000
378,141668.000000
379,142084.000000
380,143045.000000
381,143556.000000
382,144274.000000
383,145026.000000
384,148008.000000
385,146745.000000
