1,60.000000
2,74.000000
3,143.000000
4,133.000000
5,209.000000
6,217.000000
7,184.000000
8,254.000000
9,225.000000
10,320.000000
11,293.000000
12,384.000000
13,488.000000
14,719.000000
15,359.000000
16,439.000000
17,628.000000
18,646.000000
19,533.000000
20,582.000000
21,579.000000
22,1013.000000
23,972.000000
24,567.000000
25,608.000000
26,685.000000
27,649.000000
28,606.000000
29,684.000000
30,767.000000
31,1278.000000
32,700.000000
33,732.000000
34,1483.000000
35,811.000000
36,917.000000
37,911.000000
38,960.000000
39,1061.000000
40,1084.000000
41,940.000000
42,936.000000
43,956.000000
44,1035.000000
45,1040.000000
46,996.000000
47,1119.000000
48,1349.000000
49,1209.000000
50,1226.000000
51,1140.000000
52,1206.000000
53,1307.000000
54,1222.000000
55,1181.000000
56,1234.000000
57,2260.000000
58,1395.000000
59,1307.000000
60,1522.000000
61,1614.000000
62,2328.000000
63,1472.000000
64,1459.000000
65,3718.000000
66,3613.000000
67,3644.000000
68,3609.000000
69,3703.000000
70,3677.000000
71,3624.000000
72,8024.000000
73,3878.000000
74,3856.000000
75,3596.000000
76,3915.000000
77,3744.000000
78,3648.000000
79,3785.000000
80,5266.000000
81,4054.000000
82,3953.000000
83,3914.000000
84,3923.000000
85,4043.000000
86,4324.000000
87,5929.000000
88,4175.000000
89,3917.000000
90,4071.000000
91,4004.000000
92,4411.000000
93,4251.000000
94,4208.000000
95,4282.000000
96,4294.000000
97,7649.000000
98,4444.000000
99,4136.000000
100,4401.000000
101,4217.000000
102,4439.000000
103,4311.000000
104,4506.000000
105,4672.000000
106,5142.000000
107,5319.000000
108,8494.000000
109,4431.000000
110,4536.000000
111,4481.000000
112,5365.000000
113,4882.000000
114,5293.000000
115,5157.000000
116,5104.000000
117,4833.000000
118,4601.000000
119,8846.000000
120,5174.000000
121,4847.000000
122,8319.000000
123,4976.000000
124,4881.000000
125,4959.000000
126,4968.000000
127,5152.000000
128,4928.000000
129,5724.000000
130,6017.000000
131,5529.000000
132,5573.000000
133,5405.000000
134,5210.000000
135,5402.000000
136,5562.000000
137,5685.000000
138,7723.000000
139,5467.000000
140,5514.000000
141,6107.000000
142,7737.000000
143,6059.000000
144,11557.000000
145,12378.000000
146,8238.000000
147,5671.000000
148,5644.000000
149,12216.000000
150,5542.000000
151,10808.000000
152,6648.000000
153,6100.000000
154,5937.000000
155,6739.000000
156,6654.000000
157,6690.000000
158,6791.000000
159,6711.000000
160,6869.000000
161,10982.000000
162,6891.000000
163,6924.000000
164,10996.000000
165,13970.000000
166,9855.000000
167,6217.000000
168,11347.000000
169,6416.000000
170,9441.000000
171,6542.000000
172,7194.000000
173,8997.000000
174,6597.000000
175,6996.000000
176,7133.000000
177,9038.000000
